,Unnamed: 0,timestamp,energy,dry_temp,relative_humid,glob_hor_rad,direc_norm_rad,diff_hor_rad,wind_dir,wind_speed
0,3264,2019-05-05 00:00:00,19.5214,11.7,74,0,0,0,340,2.6
1,3265,2019-05-05 00:15:00,19.4886,11.7,74,0,0,0,340,2.6
2,3266,2019-05-05 00:30:00,19.4064,11.7,74,0,0,0,340,2.6
3,3267,2019-05-05 00:45:00,19.3502,11.7,74,0,0,0,340,2.6
4,3268,2019-05-05 01:00:00,19.2804,11.7,72,0,0,0,280,3.1
5,3269,2019-05-05 01:15:00,19.2657,11.7,72,0,0,0,280,3.1
6,3270,2019-05-05 01:30:00,19.559201,11.7,72,0,0,0,280,3.1
7,3271,2019-05-05 01:45:00,19.2898542,11.7,72,0,0,0,280,3.1
8,3272,2019-05-05 02:00:00,19.2218,11.1,77,0,0,0,0,0.0
9,3273,2019-05-05 02:15:00,19.1997,11.1,77,0,0,0,0,0.0
10,3274,2019-05-05 02:30:00,20.347281,11.1,77,0,0,0,0,0.0
11,3275,2019-05-05 02:45:00,20.483506,11.1,77,0,0,0,0,0.0
12,3276,2019-05-05 03:00:00,27.621016,10.0,83,0,0,0,200,1.5
13,3277,2019-05-05 03:15:00,26.715666,10.0,83,0,0,0,200,1.5
14,3278,2019-05-05 03:30:00,27.670011,10.0,83,0,0,0,200,1.5
15,3279,2019-05-05 03:45:00,27.252542,10.0,83,0,0,0,200,1.5
16,3280,2019-05-05 04:00:00,28.15166,8.9,86,0,0,0,0,0.0
17,3281,2019-05-05 04:15:00,28.8593,8.9,86,0,0,0,0,0.0
18,3282,2019-05-05 04:30:00,29.858328,8.9,86,0,0,0,0,0.0
19,3283,2019-05-05 04:45:00,30.574716,8.9,86,0,0,0,0,0.0
20,3284,2019-05-05 05:00:00,32.42596,10.0,80,0,0,0,0,0.0
21,3285,2019-05-05 05:15:00,30.90339,10.0,80,0,0,0,0,0.0
22,3286,2019-05-05 05:30:00,31.764713,10.0,80,0,0,0,0,0.0
23,3287,2019-05-05 05:45:00,32.867160000000005,10.0,80,0,0,0,0,0.0
24,3288,2019-05-05 06:00:00,34.2097,11.7,72,29,1,29,350,1.5
25,3289,2019-05-05 06:15:00,34.564732,11.7,72,29,1,29,350,1.5
26,3290,2019-05-05 06:30:00,35.458110000000005,11.7,72,29,1,29,350,1.5
27,3291,2019-05-05 06:45:00,36.19011,11.7,72,29,1,29,350,1.5
28,3292,2019-05-05 07:00:00,36.96589,12.2,69,119,0,119,20,3.6
29,3293,2019-05-05 07:15:00,37.31279000000001,12.2,69,119,0,119,20,3.6
30,3294,2019-05-05 07:30:00,36.96744999999999,12.2,69,119,0,119,20,3.6
31,3295,2019-05-05 07:45:00,36.794830000000005,12.2,69,119,0,119,20,3.6
32,3296,2019-05-05 08:00:00,36.72924,12.8,67,177,12,172,30,5.2
33,3297,2019-05-05 08:15:00,36.81534,12.8,67,177,12,172,30,5.2
34,3298,2019-05-05 08:30:00,36.73015,12.8,67,177,12,172,30,5.2
35,3299,2019-05-05 08:45:00,36.66234000000001,12.8,67,177,12,172,30,5.2
36,3300,2019-05-05 09:00:00,36.51168,14.4,60,296,45,267,310,3.1
37,3301,2019-05-05 09:15:00,36.19904,14.4,60,296,45,267,310,3.1
38,3302,2019-05-05 09:30:00,36.33206,14.4,60,296,45,267,310,3.1
39,3303,2019-05-05 09:45:00,36.6079,14.4,60,296,45,267,310,3.1
40,3304,2019-05-05 10:00:00,36.37165,16.1,54,435,156,315,360,3.6
41,3305,2019-05-05 10:15:00,36.138744,16.1,54,435,156,315,360,3.6
42,3306,2019-05-05 10:30:00,36.74087,16.1,54,435,156,315,360,3.6
43,3307,2019-05-05 10:45:00,36.72852,16.1,54,435,156,315,360,3.6
44,3308,2019-05-05 11:00:00,35.927892,16.7,50,752,561,268,320,4.1
45,3309,2019-05-05 11:15:00,35.77648,16.7,50,752,561,268,320,4.1
46,3310,2019-05-05 11:30:00,36.02308,16.7,50,752,561,268,320,4.1
47,3311,2019-05-05 11:45:00,31.30562,16.7,50,752,561,268,320,4.1
48,3312,2019-05-05 12:00:00,30.037332,17.8,47,689,462,268,30,4.1
49,3313,2019-05-05 12:15:00,29.890581,17.8,47,689,462,268,30,4.1
50,3314,2019-05-05 12:30:00,30.17707,17.8,47,689,462,268,30,4.1
51,3315,2019-05-05 12:45:00,29.900358,17.8,47,689,462,268,30,4.1
52,3316,2019-05-05 13:00:00,30.072858,18.9,39,836,672,226,70,2.6
53,3317,2019-05-05 13:15:00,30.47858,18.9,39,836,672,226,70,2.6
54,3318,2019-05-05 13:30:00,30.400728,18.9,39,836,672,226,70,2.6
55,3319,2019-05-05 13:45:00,30.07837,18.9,39,836,672,226,70,2.6
56,3320,2019-05-05 14:00:00,29.982535,19.4,39,738,671,163,40,3.1
57,3321,2019-05-05 14:15:00,30.202907000000003,19.4,39,738,671,163,40,3.1
58,3322,2019-05-05 14:30:00,30.309078,19.4,39,738,671,163,40,3.1
59,3323,2019-05-05 14:45:00,30.149512,19.4,39,738,671,163,40,3.1
60,3324,2019-05-05 15:00:00,30.199982,18.9,34,720,688,198,360,2.1
61,3325,2019-05-05 15:15:00,30.184035,18.9,34,720,688,198,360,2.1
62,3326,2019-05-05 15:30:00,30.206182,18.9,34,720,688,198,360,2.1
63,3327,2019-05-05 15:45:00,30.162174,18.9,34,720,688,198,360,2.1
64,3328,2019-05-05 16:00:00,18.422262000000003,17.8,43,493,472,199,30,5.7
65,3329,2019-05-05 16:15:00,19.064697,17.8,43,493,472,199,30,5.7
66,3330,2019-05-05 16:30:00,19.171979,17.8,43,493,472,199,30,5.7
67,3331,2019-05-05 16:45:00,21.046926000000003,17.8,43,493,472,199,30,5.7
68,3332,2019-05-05 17:00:00,21.219998,17.2,46,373,520,137,30,4.1
69,3333,2019-05-05 17:15:00,20.553743,17.2,46,373,520,137,30,4.1
70,3334,2019-05-05 17:30:00,20.573902,17.2,46,373,520,137,30,4.1
71,3335,2019-05-05 17:45:00,20.436391,17.2,46,373,520,137,30,4.1
72,3336,2019-05-05 18:00:00,20.008589,17.2,46,210,521,69,30,2.1
73,3337,2019-05-05 18:15:00,19.448128,17.2,46,210,521,69,30,2.1
74,3338,2019-05-05 18:30:00,19.113159,17.2,46,210,521,69,30,2.1
75,3339,2019-05-05 18:45:00,18.685256,17.2,46,210,521,69,30,2.1
76,3340,2019-05-05 19:00:00,20.1698,16.1,50,46,181,28,270,4.1
77,3341,2019-05-05 19:15:00,20.0741,16.1,50,46,181,28,270,4.1
78,3342,2019-05-05 19:30:00,19.9561,16.1,50,46,181,28,270,4.1
79,3343,2019-05-05 19:45:00,19.8976,16.1,50,46,181,28,270,4.1
80,3344,2019-05-05 20:00:00,20.213607,13.9,60,0,0,0,210,3.1
81,3345,2019-05-05 20:15:00,19.7904,13.9,60,0,0,0,210,3.1
82,3346,2019-05-05 20:30:00,19.7458,13.9,60,0,0,0,210,3.1
83,3347,2019-05-05 20:45:00,19.721400000000003,13.9,60,0,0,0,210,3.1
84,3348,2019-05-05 21:00:00,19.6804,13.3,64,0,0,0,210,4.6
85,3349,2019-05-05 21:15:00,19.677,13.3,64,0,0,0,210,4.6
86,3350,2019-05-05 21:30:00,19.6622,13.3,64,0,0,0,210,4.6
87,3351,2019-05-05 21:45:00,19.6486,13.3,64,0,0,0,210,4.6
88,3352,2019-05-05 22:00:00,19.6426,12.8,62,0,0,0,210,5.2
89,3353,2019-05-05 22:15:00,19.6343,12.8,62,0,0,0,210,5.2
90,3354,2019-05-05 22:30:00,19.6222,12.8,62,0,0,0,210,5.2
91,3355,2019-05-05 22:45:00,19.984808,12.8,62,0,0,0,210,5.2
92,3356,2019-05-05 23:00:00,19.5997,12.2,62,0,0,0,210,3.6
93,3357,2019-05-05 23:15:00,26.50839,12.2,62,0,0,0,210,3.6
94,3358,2019-05-05 23:30:00,24.745887,12.2,62,0,0,0,210,3.6
95,3359,2019-05-05 23:45:00,23.70579,12.2,62,0,0,0,210,3.6
96,3360,2019-05-06 00:00:00,21.870322,11.1,66,0,0,0,200,3.6
97,3361,2019-05-06 00:15:00,21.517719,11.1,66,0,0,0,200,3.6
98,3362,2019-05-06 00:30:00,21.524245,11.1,66,0,0,0,200,3.6
99,3363,2019-05-06 00:45:00,20.732409,11.1,66,0,0,0,200,3.6
100,3364,2019-05-06 01:00:00,21.384829,10.0,74,0,0,0,0,0.0
101,3365,2019-05-06 01:15:00,19.787311,10.0,74,0,0,0,0,0.0
102,3366,2019-05-06 01:30:00,20.201119,10.0,74,0,0,0,0,0.0
103,3367,2019-05-06 01:45:00,19.310094,10.0,74,0,0,0,0,0.0
104,3368,2019-05-06 02:00:00,19.531264,11.1,64,0,0,0,180,3.1
105,3369,2019-05-06 02:15:00,13.116633,11.1,64,0,0,0,180,3.1
106,3370,2019-05-06 02:30:00,13.521685,11.1,64,0,0,0,180,3.1
107,3371,2019-05-06 02:45:00,12.969483000000002,11.1,64,0,0,0,180,3.1
108,3372,2019-05-06 03:00:00,13.626681,11.1,72,0,0,0,190,2.1
109,3373,2019-05-06 03:15:00,13.086920999999998,11.1,72,0,0,0,190,2.1
110,3374,2019-05-06 03:30:00,15.847392,11.1,72,0,0,0,190,2.1
111,3375,2019-05-06 03:45:00,15.247443,11.1,72,0,0,0,190,2.1
112,3376,2019-05-06 04:00:00,15.940868,10.6,71,0,0,0,190,2.1
113,3377,2019-05-06 04:15:00,15.206015,10.6,71,0,0,0,190,2.1
114,3378,2019-05-06 04:30:00,22.414379,10.6,71,0,0,0,190,2.1
115,3379,2019-05-06 04:45:00,19.506284,10.6,71,0,0,0,190,2.1
116,3380,2019-05-06 05:00:00,20.675033,10.0,74,1,1,1,180,1.5
117,3381,2019-05-06 05:15:00,17.249266000000002,10.0,74,1,1,1,180,1.5
118,3382,2019-05-06 05:30:00,18.015668,10.0,74,1,1,1,180,1.5
119,3383,2019-05-06 05:45:00,17.06825,10.0,74,1,1,1,180,1.5
120,3384,2019-05-06 06:00:00,17.920848999999997,10.6,66,44,20,42,180,2.6
121,3385,2019-05-06 06:15:00,16.547266,10.6,66,44,20,42,180,2.6
122,3386,2019-05-06 06:30:00,17.869448000000002,10.6,66,44,20,42,180,2.6
123,3387,2019-05-06 06:45:00,15.992371,10.6,66,44,20,42,180,2.6
124,3388,2019-05-06 07:00:00,17.617701999999998,12.2,62,157,123,121,240,2.1
125,3389,2019-05-06 07:15:00,16.290343,12.2,62,157,123,121,240,2.1
126,3390,2019-05-06 07:30:00,19.26077,12.2,62,157,123,121,240,2.1
127,3391,2019-05-06 07:45:00,17.23421,12.2,62,157,123,121,240,2.1
128,3392,2019-05-06 08:00:00,20.064333,14.4,53,363,388,180,250,2.1
129,3393,2019-05-06 08:15:00,19.306330000000003,14.4,53,363,388,180,250,2.1
130,3394,2019-05-06 08:30:00,21.796437,14.4,53,363,388,180,250,2.1
131,3395,2019-05-06 08:45:00,20.067965,14.4,53,363,388,180,250,2.1
132,3396,2019-05-06 09:00:00,22.517114000000003,16.7,45,593,753,114,220,1.5
133,3397,2019-05-06 09:15:00,21.98408,16.7,45,593,753,114,220,1.5
134,3398,2019-05-06 09:30:00,22.959727,16.7,45,593,753,114,220,1.5
135,3399,2019-05-06 09:45:00,21.855034,16.7,45,593,753,114,220,1.5
136,3400,2019-05-06 10:00:00,23.53908,18.3,42,726,702,185,20,3.1
137,3401,2019-05-06 10:15:00,22.315418,18.3,42,726,702,185,20,3.1
138,3402,2019-05-06 10:30:00,23.335048,18.3,42,726,702,185,20,3.1
139,3403,2019-05-06 10:45:00,22.425874,18.3,42,726,702,185,20,3.1
140,3404,2019-05-06 11:00:00,23.8732,19.4,33,885,795,197,320,2.1
141,3405,2019-05-06 11:15:00,22.335459,19.4,33,885,795,197,320,2.1
142,3406,2019-05-06 11:30:00,23.477655,19.4,33,885,795,197,320,2.1
143,3407,2019-05-06 11:45:00,22.65677,19.4,33,885,795,197,320,2.1
144,3408,2019-05-06 12:00:00,23.606702,19.4,39,800,530,317,330,4.6
145,3409,2019-05-06 12:15:00,22.103898,19.4,39,800,530,317,330,4.6
146,3410,2019-05-06 12:30:00,23.317067,19.4,39,800,530,317,330,4.6
147,3411,2019-05-06 12:45:00,22.41437,19.4,39,800,530,317,330,4.6
148,3412,2019-05-06 13:00:00,23.212526000000004,19.4,40,522,214,328,10,5.2
149,3413,2019-05-06 13:15:00,22.033016,19.4,40,522,214,328,10,5.2
150,3414,2019-05-06 13:30:00,23.550188,19.4,40,522,214,328,10,5.2
151,3415,2019-05-06 13:45:00,20.706459,19.4,40,522,214,328,10,5.2
152,3416,2019-05-06 14:00:00,21.136276,19.4,37,590,249,376,350,3.1
153,3417,2019-05-06 14:15:00,20.6033,19.4,37,590,249,376,350,3.1
154,3418,2019-05-06 14:30:00,21.824530000000003,19.4,37,590,249,376,350,3.1
155,3419,2019-05-06 14:45:00,20.741697,19.4,37,590,249,376,350,3.1
156,3420,2019-05-06 15:00:00,21.395873,19.4,42,712,677,197,270,4.1
157,3421,2019-05-06 15:15:00,21.17318,19.4,42,712,677,197,270,4.1
158,3422,2019-05-06 15:30:00,21.770623,19.4,42,712,677,197,270,4.1
159,3423,2019-05-06 15:45:00,21.239271,19.4,42,712,677,197,270,4.1
160,3424,2019-05-06 16:00:00,22.014641,20.6,32,448,403,197,330,2.1
161,3425,2019-05-06 16:15:00,21.49318,20.6,32,448,403,197,330,2.1
162,3426,2019-05-06 16:30:00,21.55334,20.6,32,448,403,197,330,2.1
163,3427,2019-05-06 16:45:00,20.173669,20.6,32,448,403,197,330,2.1
164,3428,2019-05-06 17:00:00,20.6432,18.9,39,212,116,159,20,9.3
165,3429,2019-05-06 17:15:00,19.158854,18.9,39,212,116,159,20,9.3
166,3430,2019-05-06 17:30:00,19.271697,18.9,39,212,116,159,20,9.3
167,3431,2019-05-06 17:45:00,18.045372,18.9,39,212,116,159,20,9.3
168,3432,2019-05-06 18:00:00,18.33877,16.1,50,165,291,86,20,7.2
169,3433,2019-05-06 18:15:00,16.667036,16.1,50,165,291,86,20,7.2
170,3434,2019-05-06 18:30:00,16.977912999999997,16.1,50,165,291,86,20,7.2
171,3435,2019-05-06 18:45:00,16.25666,16.1,50,165,291,86,20,7.2
172,3436,2019-05-06 19:00:00,18.816317,13.9,62,40,8,40,50,5.2
173,3437,2019-05-06 19:15:00,17.376242,13.9,62,40,8,40,50,5.2
174,3438,2019-05-06 19:30:00,18.416914,13.9,62,40,8,40,50,5.2
175,3439,2019-05-06 19:45:00,17.718790000000002,13.9,62,40,8,40,50,5.2
176,3440,2019-05-06 20:00:00,18.342406,12.8,75,0,0,0,350,2.1
177,3441,2019-05-06 20:15:00,17.103231,12.8,75,0,0,0,350,2.1
178,3442,2019-05-06 20:30:00,18.141946,12.8,75,0,0,0,350,2.1
179,3443,2019-05-06 20:45:00,17.024474,12.8,75,0,0,0,350,2.1
180,3444,2019-05-06 21:00:00,17.414496,12.8,75,0,0,0,350,3.1
181,3445,2019-05-06 21:15:00,16.547796,12.8,75,0,0,0,350,3.1
182,3446,2019-05-06 21:30:00,16.87827,12.8,75,0,0,0,350,3.1
183,3447,2019-05-06 21:45:00,15.602385,12.8,75,0,0,0,350,3.1
184,3448,2019-05-06 22:00:00,15.346421,12.2,80,0,0,0,340,2.1
185,3449,2019-05-06 22:15:00,15.293064,12.2,80,0,0,0,340,2.1
186,3450,2019-05-06 22:30:00,15.327009,12.2,80,0,0,0,340,2.1
187,3451,2019-05-06 22:45:00,14.938207,12.2,80,0,0,0,340,2.1
188,3452,2019-05-06 23:00:00,17.27564,12.2,77,0,0,0,260,3.6
189,3453,2019-05-06 23:15:00,8.68107,12.2,77,0,0,0,260,3.6
190,3454,2019-05-06 23:30:00,8.557561999999999,12.2,77,0,0,0,260,3.6
191,3455,2019-05-06 23:45:00,8.79314,12.2,77,0,0,0,260,3.6
192,3456,2019-05-07 00:00:00,8.775912,10.0,89,0,0,0,240,2.1
193,3457,2019-05-07 00:15:00,9.123423,10.0,89,0,0,0,240,2.1
194,3458,2019-05-07 00:30:00,8.91746,10.0,89,0,0,0,240,2.1
195,3459,2019-05-07 00:45:00,9.468829,10.0,89,0,0,0,240,2.1
196,3460,2019-05-07 01:00:00,9.040068000000002,11.1,80,0,0,0,0,0.0
197,3461,2019-05-07 01:15:00,10.219870000000002,11.1,80,0,0,0,0,0.0
198,3462,2019-05-07 01:30:00,9.562710999999998,11.1,80,0,0,0,0,0.0
199,3463,2019-05-07 01:45:00,10.674103000000002,11.1,80,0,0,0,0,0.0
200,3464,2019-05-07 02:00:00,9.45523,10.0,86,0,0,0,10,1.5
201,3465,2019-05-07 02:15:00,10.898547,10.0,86,0,0,0,10,1.5
202,3466,2019-05-07 02:30:00,9.8603587,10.0,86,0,0,0,10,1.5
203,3467,2019-05-07 02:45:00,11.5107,10.0,86,0,0,0,10,1.5
204,3468,2019-05-07 03:00:00,10.2053,9.4,86,0,0,0,0,0.0
205,3469,2019-05-07 03:15:00,12.0256,9.4,86,0,0,0,0,0.0
206,3470,2019-05-07 03:30:00,10.9411,9.4,86,0,0,0,0,0.0
207,3471,2019-05-07 03:45:00,12.978,9.4,86,0,0,0,0,0.0
208,3472,2019-05-07 04:00:00,10.6723,8.9,89,0,0,0,30,2.1
209,3473,2019-05-07 04:15:00,12.5727,8.9,89,0,0,0,30,2.1
210,3474,2019-05-07 04:30:00,10.1857,8.9,89,0,0,0,30,2.1
211,3475,2019-05-07 04:45:00,12.5602,8.9,89,0,0,0,30,2.1
212,3476,2019-05-07 05:00:00,8.188445,8.9,93,3,1,3,360,2.6
213,3477,2019-05-07 05:15:00,9.53251,8.9,93,3,1,3,360,2.6
214,3478,2019-05-07 05:30:00,7.3147,8.9,93,3,1,3,360,2.6
215,3479,2019-05-07 05:45:00,8.53492,8.9,93,3,1,3,360,2.6
216,3480,2019-05-07 06:00:00,7.00393,10.6,86,45,31,42,0,0.0
217,3481,2019-05-07 06:15:00,8.49621,10.6,86,45,31,42,0,0.0
218,3482,2019-05-07 06:30:00,7.0767,10.6,86,45,31,42,0,0.0
219,3483,2019-05-07 06:45:00,8.64926,10.6,86,45,31,42,0,0.0
220,3484,2019-05-07 07:00:00,7.07477,11.7,80,155,76,133,0,0.0
221,3485,2019-05-07 07:15:00,8.42881,11.7,80,155,76,133,0,0.0
222,3486,2019-05-07 07:30:00,6.651800000000001,11.7,80,155,76,133,0,0.0
223,3487,2019-05-07 07:45:00,8.242796,11.7,80,155,76,133,0,0.0
224,3488,2019-05-07 08:00:00,6.579140000000001,12.2,75,258,140,192,360,2.1
225,3489,2019-05-07 08:15:00,7.631060000000001,12.2,75,258,140,192,360,2.1
226,3490,2019-05-07 08:30:00,6.606310000000001,12.2,75,258,140,192,360,2.1
227,3491,2019-05-07 08:45:00,8.23233,12.2,75,258,140,192,360,2.1
228,3492,2019-05-07 09:00:00,7.20554,12.8,72,405,169,297,50,4.1
229,3493,2019-05-07 09:15:00,8.11234,12.8,72,405,169,297,50,4.1
230,3494,2019-05-07 09:30:00,7.3121,12.8,72,405,169,297,50,4.1
231,3495,2019-05-07 09:45:00,8.58376,12.8,72,405,169,297,50,4.1
232,3496,2019-05-07 10:00:00,7.51118,13.9,67,361,153,243,20,4.1
233,3497,2019-05-07 10:15:00,7.51983,13.9,67,361,153,243,20,4.1
234,3498,2019-05-07 10:30:00,8.903920000000001,13.9,67,361,153,243,20,4.1
235,3499,2019-05-07 10:45:00,8.612,13.9,67,361,153,243,20,4.1
236,3500,2019-05-07 11:00:00,8.345174,15.0,60,601,365,284,80,4.1
237,3501,2019-05-07 11:15:00,8.432666,15.0,60,601,365,284,80,4.1
238,3502,2019-05-07 11:30:00,8.718295999999999,15.0,60,601,365,284,80,4.1
239,3503,2019-05-07 11:45:00,8.740442999999999,15.0,60,601,365,284,80,4.1
240,3504,2019-05-07 12:00:00,8.657483000000001,15.6,56,867,562,354,90,5.2
241,3505,2019-05-07 12:15:00,8.583143,15.6,56,867,562,354,90,5.2
242,3506,2019-05-07 12:30:00,8.457678,15.6,56,867,562,354,90,5.2
243,3507,2019-05-07 12:45:00,8.376611,15.6,56,867,562,354,90,5.2
244,3508,2019-05-07 13:00:00,8.350071,16.1,46,475,116,370,120,4.6
245,3509,2019-05-07 13:15:00,8.233423,16.1,46,475,116,370,120,4.6
246,3510,2019-05-07 13:30:00,8.167565,16.1,46,475,116,370,120,4.6
247,3511,2019-05-07 13:45:00,8.086717,16.1,46,475,116,370,120,4.6
248,3512,2019-05-07 14:00:00,7.965498,15.6,56,338,12,328,80,4.6
249,3513,2019-05-07 14:15:00,8.027458,15.6,56,338,12,328,80,4.6
250,3514,2019-05-07 14:30:00,6.080030000000001,15.6,56,338,12,328,80,4.6
251,3515,2019-05-07 14:45:00,6.074816,15.6,56,338,12,328,80,4.6
252,3516,2019-05-07 15:00:00,6.069701,13.9,67,208,14,197,90,4.1
253,3517,2019-05-07 15:15:00,6.045124,13.9,67,208,14,197,90,4.1
254,3518,2019-05-07 15:30:00,5.952046999999999,13.9,67,208,14,197,90,4.1
255,3519,2019-05-07 15:45:00,5.948033,13.9,67,208,14,197,90,4.1
256,3520,2019-05-07 16:00:00,5.94463,11.7,77,140,6,136,240,4.6
257,3521,2019-05-07 16:15:00,5.940758,11.7,77,140,6,136,240,4.6
258,3522,2019-05-07 16:30:00,5.937408,11.7,77,140,6,136,240,4.6
259,3523,2019-05-07 16:45:00,5.934051,11.7,77,140,6,136,240,4.6
260,3524,2019-05-07 17:00:00,5.998703,11.7,80,109,6,106,320,2.6
261,3525,2019-05-07 17:15:00,6.064106,11.7,80,109,6,106,320,2.6
262,3526,2019-05-07 17:30:00,6.145828,11.7,80,109,6,106,320,2.6
263,3527,2019-05-07 17:45:00,6.21123,11.7,80,109,6,106,320,2.6
264,3528,2019-05-07 18:00:00,6.412351,11.1,83,109,3,108,10,2.6
265,3529,2019-05-07 18:15:00,6.626909,11.1,83,109,3,108,10,2.6
266,3530,2019-05-07 18:30:00,6.939778,11.1,83,109,3,108,10,2.6
267,3531,2019-05-07 18:45:00,7.123618,11.1,83,109,3,108,10,2.6
268,3532,2019-05-07 19:00:00,9.328041,11.1,80,33,2,33,100,2.6
269,3533,2019-05-07 19:15:00,9.29185,11.1,80,33,2,33,100,2.6
270,3534,2019-05-07 19:30:00,9.175356,11.1,80,33,2,33,100,2.6
271,3535,2019-05-07 19:45:00,9.104867,11.1,80,33,2,33,100,2.6
272,3536,2019-05-07 20:00:00,9.117852,11.1,83,0,0,0,10,3.6
273,3537,2019-05-07 20:15:00,9.139536,11.1,83,0,0,0,10,3.6
274,3538,2019-05-07 20:30:00,9.166622,11.1,83,0,0,0,10,3.6
275,3539,2019-05-07 20:45:00,9.188333,11.1,83,0,0,0,10,3.6
276,3540,2019-05-07 21:00:00,9.079885999999998,11.1,83,0,0,0,10,3.6
277,3541,2019-05-07 21:15:00,8.966058,11.1,83,0,0,0,10,3.6
278,3542,2019-05-07 21:30:00,8.823721,11.1,83,0,0,0,10,3.6
279,3543,2019-05-07 21:45:00,8.709883000000001,11.1,83,0,0,0,10,3.6
280,3544,2019-05-07 22:00:00,8.676285,10.6,83,0,0,0,350,4.1
281,3545,2019-05-07 22:15:00,8.671186,10.6,83,0,0,0,350,4.1
282,3546,2019-05-07 22:30:00,8.749539,10.6,83,0,0,0,350,4.1
283,3547,2019-05-07 22:45:00,8.770963,10.6,83,0,0,0,350,4.1
284,3548,2019-05-07 23:00:00,8.841936,10.6,80,0,0,0,310,3.1
285,3549,2019-05-07 23:15:00,18.910685,10.6,80,0,0,0,310,3.1
286,3550,2019-05-07 23:30:00,18.8867,10.6,80,0,0,0,310,3.1
287,3551,2019-05-07 23:45:00,18.8483,10.6,80,0,0,0,310,3.1
288,3552,2019-05-08 00:00:00,18.8664,10.6,80,0,0,0,300,2.1
289,3553,2019-05-08 00:15:00,18.8778,10.6,80,0,0,0,300,2.1
290,3554,2019-05-08 00:30:00,18.8092,10.6,80,0,0,0,300,2.1
291,3555,2019-05-08 00:45:00,18.7833,10.6,80,0,0,0,300,2.1
292,3556,2019-05-08 01:00:00,18.737,10.6,83,0,0,0,350,2.1
293,3557,2019-05-08 01:15:00,18.7276,10.6,83,0,0,0,350,2.1
294,3558,2019-05-08 01:30:00,18.7427,10.6,83,0,0,0,350,2.1
295,3559,2019-05-08 01:45:00,19.063293,10.6,83,0,0,0,350,2.1
296,3560,2019-05-08 02:00:00,18.828064500000004,10.6,83,0,0,0,360,1.5
297,3561,2019-05-08 02:15:00,18.788,10.6,83,0,0,0,360,1.5
298,3562,2019-05-08 02:30:00,19.916882,10.6,83,0,0,0,360,1.5
299,3563,2019-05-08 02:45:00,20.01308,10.6,83,0,0,0,360,1.5
300,3564,2019-05-08 03:00:00,26.720454,10.6,83,0,0,0,10,1.0
301,3565,2019-05-08 03:15:00,25.064332,10.6,83,0,0,0,10,1.0
302,3566,2019-05-08 03:30:00,25.895215,10.6,83,0,0,0,10,1.0
303,3567,2019-05-08 03:45:00,25.754156,10.6,83,0,0,0,10,1.0
304,3568,2019-05-08 04:00:00,26.584444,10.6,80,0,0,0,10,1.0
305,3569,2019-05-08 04:15:00,27.42456,10.6,80,0,0,0,10,1.0
306,3570,2019-05-08 04:30:00,28.340097,10.6,80,0,0,0,10,1.0
307,3571,2019-05-08 04:45:00,28.767835,10.6,80,0,0,0,10,1.0
308,3572,2019-05-08 05:00:00,28.22417,10.6,80,1,0,1,0,0.0
309,3573,2019-05-08 05:15:00,28.595080000000003,10.6,80,1,0,1,0,0.0
310,3574,2019-05-08 05:30:00,29.208571,10.6,80,1,0,1,0,0.0
311,3575,2019-05-08 05:45:00,29.92407,10.6,80,1,0,1,0,0.0
312,3576,2019-05-08 06:00:00,31.03332,10.6,83,32,1,32,180,2.6
313,3577,2019-05-08 06:15:00,31.66153,10.6,83,32,1,32,180,2.6
314,3578,2019-05-08 06:30:00,32.49805,10.6,83,32,1,32,180,2.6
315,3579,2019-05-08 06:45:00,33.50528,10.6,83,32,1,32,180,2.6
316,3580,2019-05-08 07:00:00,34.61153,11.1,77,106,2,105,150,2.6
317,3581,2019-05-08 07:15:00,35.149739999999994,11.1,77,106,2,105,150,2.6
318,3582,2019-05-08 07:30:00,34.80972,11.1,77,106,2,105,150,2.6
319,3583,2019-05-08 07:45:00,34.569900000000004,11.1,77,106,2,105,150,2.6
320,3584,2019-05-08 08:00:00,34.33728,11.7,74,214,2,213,190,4.1
321,3585,2019-05-08 08:15:00,34.27693,11.7,74,214,2,213,190,4.1
322,3586,2019-05-08 08:30:00,34.51719,11.7,74,214,2,213,190,4.1
323,3587,2019-05-08 08:45:00,34.77513999999999,11.7,74,214,2,213,190,4.1
324,3588,2019-05-08 09:00:00,34.722069999999995,11.7,74,187,1,186,180,2.6
325,3589,2019-05-08 09:15:00,34.54239,11.7,74,187,1,186,180,2.6
326,3590,2019-05-08 09:30:00,34.875550000000004,11.7,74,187,1,186,180,2.6
327,3591,2019-05-08 09:45:00,35.29844,11.7,74,187,1,186,180,2.6
328,3592,2019-05-08 10:00:00,34.954935,12.8,69,229,1,229,180,3.1
329,3593,2019-05-08 10:15:00,34.791609,12.8,69,229,1,229,180,3.1
330,3594,2019-05-08 10:30:00,35.1865,12.8,69,229,1,229,180,3.1
331,3595,2019-05-08 10:45:00,35.034510000000004,12.8,69,229,1,229,180,3.1
332,3596,2019-05-08 11:00:00,34.386871,13.3,64,426,2,425,130,3.1
333,3597,2019-05-08 11:15:00,34.35126,13.3,64,426,2,425,130,3.1
334,3598,2019-05-08 11:30:00,34.51767,13.3,64,426,2,425,130,3.1
335,3599,2019-05-08 11:45:00,29.941014000000003,13.3,64,426,2,425,130,3.1
